ee_number,job_title,current_employment_status,project_code,original_hire_date,last_hire_date,los_in_days,termination_date,reason_code,left,fired,flsa_binary,Days_Since_Promotion,Days_Since_Demotion,Days_Since_Rehire,Days_Since_TransferIn,Days_Since_TransferOut,Days_Since_NewHire
323643,Laborer Renewables,T,55109,06/25/2024,06/25/2024,153,11/25/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,62,NoEvent,189
323653,Operator Renewables,T,55723,06/26/2024,06/26/2024,76,09/10/24,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,188
323667,Solar Panel Technician,T,55760,07/15/2024,07/15/2024,208,02/08/25,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent
323671,Operator Renewables,T,55089,06/27/2024,06/27/2024,16,07/13/2024,Other Job,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,187
323674,Laborer Renewables,T,55096,06/26/2024,06/26/2024,31,07/27/2024,Other Job,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,188
323680,Laborer Renewables,T,55097,06/26/2024,06/26/2024,58,08/23/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,169,NoEvent,188
323680,Laborer Renewables,T,55097,06/26/2024,06/26/2024,58,08/23/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,169,NoEvent,188
323681,Laborer Renewables,A,55113,06/26/2024,06/26/2024,246,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,50,NoEvent,188
323688,Laborer Renewables,T,55096,06/26/2024,06/26/2024,154,11/27/2024,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,188
323692,Laborer Renewables,T,55105,06/26/2024,06/26/2024,86,09/20/2024,Other Job,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,188
323693,Laborer Renewables,T,55100,06/26/2024,06/26/2024,128,11/01/24,Layoff Restructuring,0,1,1,NoEvent,NoEvent,NoEvent,71,NoEvent,188
323697,Laborer Renewables,A,55123,06/27/2024,06/27/2024,245,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,-6,NoEvent,187
323700,Electrician Renewables,T,55702,06/26/2024,06/26/2024,149,11/22/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,188
323763,Electrician App Renewable,T,55117,06/25/2024,06/25/2024,213,01/24/2025,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,189
323772,Laborer Renewables,T,55097,06/27/2024,06/27/2024,55,08/21/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,187
323781,Laborer Renewables,T,55100,07/16/2024,07/16/2024,113,11/06/24,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,168
323785,Laborer App Renewables,A,55138,07/03/24,01/20/2025,38,Unknown,Unknown,0,0,1,NoEvent,NoEvent,-20,106,NoEvent,181
323791,Helper Renewables,T,55117,07/01/24,07/01/24,158,12/06/24,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,78,NoEvent,183
323796,Laborer App Renewables,A,55138,07/01/24,02/05/25,22,Unknown,Unknown,0,0,1,NoEvent,NoEvent,-36,106,NoEvent,183
323805,Laborer Renewables,T,55109,07/02/24,07/02/24,146,11/25/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,182
323806,Helper Renewables,T,55101,07/01/24,07/01/24,139,11/17/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,92,NoEvent,183
323810,Laborer Renewables,T,55100,07/16/2024,07/16/2024,149,12/12/24,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,168
323812,Laborer Renewables,T,55100,07/16/2024,07/16/2024,122,11/15/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,168
323829,Helper Renewables,A,55105,07/01/24,07/01/24,241,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,183
323833,Laborer Renewables,T,55117,07/09/24,07/09/24,163,12/19/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,175
323836,Laborer Renewables,T,55100,07/16/2024,07/16/2024,122,11/15/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,168
323861,Laborer Renewables,T,55105,07/01/24,07/01/24,235,02/21/2025,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,183
323867,Laborer Renewables,T,55105,07/01/24,07/01/24,212,01/29/2025,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,183
323872,Laborer Renewables,A,55138,07/01/24,07/01/24,241,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,-51,NoEvent,NoEvent
323873,Laborer Renewables,T,55105,07/01/24,07/01/24,212,01/29/2025,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,183
323874,Laborer Renewables,T,55105,07/01/24,07/01/24,212,01/29/2025,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,183
323875,Laborer Renewables,A,55138,07/01/24,07/01/24,241,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,-51,NoEvent,183
323876,Laborer Renewables,A,55138,07/01/24,07/01/24,241,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,-51,NoEvent,183
323884,Laborer Renewables,T,55723,07/02/24,07/02/24,100,10/10/24,Policy Viol-Safety,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,182
323892,Laborer Renewables,T,55109,07/03/24,07/03/24,145,11/25/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,127,NoEvent,181
323903,Laborer Renewables,T,55096,07/03/24,07/03/24,24,07/27/2024,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,181
323905,Operator Renewables,T,55100,07/02/24,07/02/24,70,09/10/24,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,182
323915,Operator Renewables,T,55100,07/02/24,07/02/24,70,09/10/24,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,182
323933,Laborer Renewables,T,55089,07/03/24,07/03/24,16,07/19/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,181
323952,Laborer Renewables,T,55109,07/03/24,07/03/24,146,11/26/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,181
323961,Laborer Renewables,T,55105,10/28/2024,10/28/2024,88,01/24/2025,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,64
323965,Foreman Renewables,A,55143,07/09/24,07/09/24,233,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,175
323966,Laborer Renewables,A,55091,07/03/24,07/03/24,239,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,89,NoEvent,181
323966,Laborer Renewables,A,55091,07/03/24,07/03/24,239,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,-20,NoEvent,181
323968,Laborer Renewables,T,55117,07/03/24,07/03/24,137,11/17/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,89,NoEvent,181
323978,Foreman Renewables,T,55101,07/08/24,07/08/24,158,12/13/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,131,NoEvent,176
323989,Electrician Renewables,T,55075,07/09/24,07/09/24,0,07/09/24,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent
324009,Laborer Renewables,T,55087,07/08/24,07/08/24,201,01/25/2025,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,43,NoEvent,176
324028,Laborer Renewables,A,55100,07/18/2024,07/18/2024,224,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,166
324079,Laborer Renewables,T,55101,07/10/24,07/10/24,130,11/17/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent
324080,Laborer Renewables,T,55101,07/10/24,07/10/24,130,11/17/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent
324091,Helper Renewables,T,55311,07/10/24,07/10/24,163,12/20/2024,Lack of Work,0,0,1,113,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent
324092,Laborer Renewables,A,55138,07/09/24,07/09/24,233,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,15,NoEvent,175
324113,Laborer Renewables,A,55086,07/10/24,09/25/2024,155,Unknown,Unknown,0,0,1,NoEvent,NoEvent,97,NoEvent,NoEvent,174
324137,Laborer Renewables,T,55100,07/10/24,07/10/24,117,11/04/24,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,71,NoEvent,174
324147,Laborer Renewables,T,55096,07/10/24,07/10/24,17,07/27/2024,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,174
324176,Laborer Renewables,T,55117,07/11/24,07/11/24,129,11/17/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent
324191,Laborer Renewables,T,55100,07/10/24,07/10/24,130,11/17/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent
324195,Laborer Renewables,T,55100,07/10/24,07/10/24,93,10/11/24,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,174
324198,Laborer Renewables,T,55100,07/10/24,07/10/24,130,11/17/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,174
324203,Laborer Renewables,T,55100,07/10/24,07/10/24,130,11/17/2024,Lack of Work,0,0,0,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent
324210,Laborer Renewables,T,55100,07/10/24,07/10/24,130,11/17/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent
324228,Helper Renewables,A,55311,07/15/2024,07/15/2024,227,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,112,NoEvent,169
324234,Laborer Renewables,T,55100,07/10/24,07/10/24,86,10/04/24,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,174
324244,Laborer Renewables,T,55117,07/16/2024,07/16/2024,107,10/31/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,168
324251,Laborer Renewables,A,55143,07/16/2024,07/16/2024,226,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,-27,NoEvent,168
324284,Laborer Renewables,T,55723,07/18/2024,07/18/2024,24,08/11/24,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,166
324294,Laborer Renewables,T,55105,07/16/2024,07/16/2024,204,02/05/25,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,83,NoEvent,168
324294,Laborer Renewables,T,55105,07/16/2024,07/16/2024,204,02/05/25,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,56,NoEvent,168
324298,Laborer Renewables,A,55086,07/23/2024,07/23/2024,219,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,113,NoEvent,161
324332,Laborer Renewables,A,55113,07/18/2024,07/18/2024,224,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,166
324334,Laborer Renewables,T,55109,07/16/2024,07/16/2024,146,12/09/24,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,168
324342,Laborer Renewables,T,55100,07/16/2024,07/16/2024,108,11/01/24,Layoff Restructuring,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,168
324353,Laborer Renewables,T,55105,07/16/2024,07/16/2024,56,09/10/24,Policy Viol-Drug/Alcohol,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,168
324358,Laborer Renewables,T,55100,07/16/2024,07/16/2024,79,10/03/24,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,168
324362,Laborer Renewables,T,55100,07/18/2024,07/18/2024,112,11/07/24,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,71,NoEvent,166
324366,Laborer Renewables,A,55105,07/16/2024,07/16/2024,226,Unknown,Unknown,0,0,0,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,168
324367,Laborer Renewables,A,55105,07/16/2024,07/16/2024,226,Unknown,Unknown,0,0,0,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,168
324423,Receptionist,T,Not Applicable,07/10/24,07/10/24,21,07/31/2024,No Call-No Show,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,174
324440,Helper Renewables,A,55086,07/17/2024,07/17/2024,225,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,139,NoEvent,167
324446,Electrician Renewables,A,55117,07/22/2024,07/22/2024,220,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,57,NoEvent,162
324462,Receptionist,A,Not Applicable,07/22/2024,07/22/2024,220,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent
324475,Laborer Renewables,T,55723,07/18/2024,07/18/2024,82,10/08/24,Other Job,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,166
324476,Laborer Renewables,T,55723,07/18/2024,07/18/2024,94,10/20/2024,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,166
324492,Laborer Renewables,T,55109,07/23/2024,07/23/2024,125,11/25/2024,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,105,NoEvent,161
324502,Laborer App Renewables,T,55117,07/25/2024,07/25/2024,116,11/18/2024,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent
324508,Laborer Renewables,T,55143,07/23/2024,07/23/2024,139,12/09/24,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,103,NoEvent,161
324538,Laborer Renewables,T,55117,07/23/2024,07/23/2024,43,09/04/24,Personal/Family,1,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,161
324539,Laborer Renewables,T,55143,07/25/2024,07/25/2024,137,12/09/24,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,97,NoEvent,159
324551,Laborer Renewables,T,55100,07/10/24,07/10/24,65,09/13/2024,Personal/Family,1,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent
324566,Laborer Renewables,T,55723,07/23/2024,07/23/2024,53,09/14/2024,Personal/Family,1,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,161
324570,Laborer Renewables,T,55117,07/25/2024,07/25/2024,98,10/31/2024,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,159
324586,Laborer Renewables,T,55109,07/23/2024,07/23/2024,125,11/25/2024,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,105,NoEvent,161
324587,Laborer Renewables,T,55097,07/25/2024,07/25/2024,29,08/23/2024,No Call-No Show,0,1,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,159
324601,Foreman Renewables,A,55138,07/24/2024,07/24/2024,218,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,-21,NoEvent,160
324629,Laborer Renewables,T,55109,07/23/2024,07/23/2024,125,11/25/2024,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,57,NoEvent,161
324633,Operator Renewables,T,55723,07/23/2024,07/23/2024,90,10/21/2024,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,161
324643,Laborer Renewables,T,55097,07/23/2024,07/23/2024,29,08/21/2024,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,161
324665,Admin Specialist,A,55091,08/13/2024,08/13/2024,198,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,140
324699,HSE Site Technician,A,55812,07/23/2024,07/23/2024,219,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,15,NoEvent,161
324699,HSE Site Technician,A,55812,07/23/2024,07/23/2024,219,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,-22,NoEvent,161
324712,Electrician Renewables,T,55117,07/23/2024,01/07/25,17,01/24/2025,Lack of Work,0,0,,NoEvent,NoEvent,-7,NoEvent,NoEvent,161
324718,Laborer Renewables,T,55091,07/30/2024,07/30/2024,6,08/05/24,No Call-No Show,0,1,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,154
324722,Intern,T,55117,08/26/2024,08/26/2024,40,10/05/24,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,127
324727,Mechanic Field,A,55105,07/30/2024,07/30/2024,212,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,154
324741,Laborer Renewables,A,55091,07/30/2024,07/30/2024,212,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,91,NoEvent,154
324744,Contracts Manager,A,Not Applicable,08/12/24,08/12/24,199,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,141
324762,Electrician Renewables,T,55117,07/25/2024,07/25/2024,143,12/15/2024,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,159
324829,Laborer Renewables,T,55091,07/30/2024,07/30/2024,170,01/16/2025,No Call-No Show,0,1,,NoEvent,NoEvent,NoEvent,91,NoEvent,154
324852,Laborer Renewables,A,55123,07/30/2024,07/30/2024,212,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,-36,NoEvent,154
324874,Helper Renewables,T,55109,07/30/2024,07/30/2024,132,12/09/24,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,154
324883,Laborer Renewables,T,55723,07/31/2024,07/31/2024,15,08/15/2024,Resignation,1,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,153
324899,Truck Driver Renewables,T,55113,08/06/24,08/06/24,90,11/04/24,Resignation,1,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,147
324920,Gen Foreman Renewables,A,55150,08/12/24,08/12/24,199,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,99,NoEvent,141
324920,Gen Foreman Renewables,A,55150,08/12/24,08/12/24,199,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,-6,NoEvent,141
324924,Electrician Renewables,T,55723,08/06/24,08/06/24,1,08/07/24,Resignation,1,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,147
325016,Foreman Renewables,A,55137,08/13/2024,11/25/2024,94,Unknown,Unknown,0,0,,NoEvent,NoEvent,36,NoEvent,NoEvent,140
325049,Electrician Renewables,T,55109,08/07/24,08/07/24,124,12/09/24,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,146
325060,Logistics Foreman,T,55143,09/09/24,09/09/24,32,10/11/24,No Call-No Show,0,1,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,113
325061,Admin Supervisor,A,Not Applicable,08/26/2024,08/26/2024,185,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,127
325076,Business Analyst,A,Not Applicable,08/19/2024,08/19/2024,192,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,134
325120,Laborer Renewables,T,55105,08/13/2024,08/13/2024,172,02/01/25,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,140
325121,Laborer Renewables,A,55091,08/13/2024,08/13/2024,198,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,-27,NoEvent,140
325149,Receptionist,A,Not Applicable,08/19/2024,08/19/2024,192,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,134
325165,Laborer Renewables,T,55105,08/13/2024,08/13/2024,3,08/16/2024,No Call-No Show,0,1,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,140
325192,Estimator 2,A,Not Applicable,09/23/2024,09/23/2024,157,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,99
325204,Laborer Renewables,T,55094,08/13/2024,08/13/2024,8,08/21/2024,No Call-No Show,0,1,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,140
325215,Laborer Renewables,T,55105,08/13/2024,08/13/2024,74,10/26/2024,Resignation,1,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,140
325226,Operator Renewables,T,55109,08/15/2024,08/15/2024,102,11/25/2024,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,138
325227,Operator Renewables,T,55087,08/14/2024,08/14/2024,96,11/18/2024,Personal/Family,1,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,139
325229,Laborer Renewables,T,55105,08/14/2024,08/14/2024,191,02/21/2025,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,43,NoEvent,139
325234,HSE Site Manager,A,55088,09/25/2023,08/12/24,199,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,-20,NoEvent,NoEvent
325241,Laborer Renewables,T,55105,08/14/2024,11/18/2024,5,11/23/2024,Other Job,1,0,,NoEvent,NoEvent,43,NoEvent,NoEvent,139
325282,Laborer Renewables,T,55091,08/21/2024,08/21/2024,121,12/20/2024,No Call-No Show,0,1,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,132
325291,Civil Engineer,A,Not Applicable,09/09/24,09/09/24,171,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,113
325318,Laborer Renewables,A,55091,08/21/2024,08/21/2024,190,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,132
325326,Laborer Renewables,A,55138,08/28/2024,08/28/2024,183,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,-41,NoEvent,125
325357,Operator Renewables,A,55113,08/28/2024,08/28/2024,183,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,125
325373,Quality Site Technician,A,55091,08/28/2024,08/28/2024,183,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,125
325374,Laborer Renewables,A,55091,09/03/24,09/03/24,177,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,119
325396,Laborer Renewables,A,55113,08/20/2024,08/20/2024,191,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,133
325397,Laborer Renewables,A,55105,08/20/2024,08/20/2024,191,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,133
325408,Laborer Renewables,A,55091,08/20/2024,08/20/2024,191,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,133
325487,Superintendent Renewbls,A,55091,09/23/2024,09/23/2024,157,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,22,NoEvent,NoEvent
325487,Superintendent Renewbls,A,55091,09/23/2024,09/23/2024,157,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,-29,NoEvent,NoEvent
325491,Operator Renewables,T,55117,08/27/2024,08/27/2024,14,09/10/24,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,126
325499,Operator Renewables,T,55117,09/03/24,09/03/24,62,11/04/24,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,119
325542,Laborer App Renewables,A,55113,08/27/2024,08/27/2024,184,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,126
325550,Laborer Renewables,T,55123,08/27/2024,08/27/2024,178,02/21/2025,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,126
325561,Electrician Renewables,T,55094,08/27/2024,08/27/2024,81,11/16/2024,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,126
325579,Laborer Renewables,A,55105,08/29/2024,08/29/2024,182,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,124
325590,Helper Renewables,T,55094,08/27/2024,08/27/2024,168,02/11/25,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,126
325593,Laborer Renewables,T,55105,08/27/2024,08/27/2024,158,02/01/25,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,126
325594,Helper Renewables,T,55094,08/27/2024,08/27/2024,91,11/26/2024,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,126
325636,Laborer Renewables,T,55105,08/28/2024,08/28/2024,163,02/07/25,No Call-No Show,0,1,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,125
325645,Laborer Renewables,T,55105,08/28/2024,08/28/2024,16,09/13/2024,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,125
325697,Foreman Renewables,T,55117,08/27/2024,08/27/2024,15,09/11/24,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,126
325702,Foreman Renewables,T,55117,08/27/2024,08/27/2024,106,12/11/24,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,126
325709,Electrician Renewables,T,Not Applicable,08/27/2024,08/27/2024,36,10/02/24,Resignation,1,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,126
325722,Electrician Renewables,T,55117,08/27/2024,08/27/2024,66,11/01/24,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,126
325727,Electrician Renewables,T,55117,08/27/2024,09/30/2024,47,11/16/2024,Other Job,1,0,,NoEvent,NoEvent,92,NoEvent,NoEvent,126
325734,Electrician App Renewable,T,55117,08/27/2024,08/27/2024,117,12/22/2024,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,126
325752,Laborer Renewables,T,55117,08/27/2024,08/27/2024,117,12/22/2024,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,126
325778,Laborer Renewables,T,55123,09/03/24,09/03/24,97,12/09/24,Layoff Restructuring,0,1,,NoEvent,NoEvent,NoEvent,50,NoEvent,119
325780,Laborer Renewables,T,55109,09/03/24,09/03/24,83,11/25/2024,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,119
325854,Contracts Manager,A,Not Applicable,09/23/2024,09/23/2024,157,Unknown,Unknown,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,99
325886,Laborer Renewables,T,55094,09/05/24,09/05/24,56,10/31/2024,No Call-No Show,0,1,,NoEvent,NoEvent,NoEvent,83,NoEvent,NoEvent
325893,Laborer Renewables,T,55094,09/05/24,09/05/24,72,11/16/2024,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,117
325894,Laborer Renewables,T,55094,09/05/24,09/05/24,50,10/25/2024,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,117
325899,Laborer Renewables,T,55094,09/05/24,09/05/24,79,11/23/2024,Lack of Work,0,0,,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,117
