ee_number,job_title,current_employment_status,project_code,original_hire_date,last_hire_date,los_in_days,termination_date,reason_code,left,fired,flsa_binary,Days_Since_Promotion,Days_Since_Demotion,Days_Since_Rehire,Days_Since_TransferIn,Days_Since_TransferOut,Days_Since_NewHire
284118,Laborer Renewables,T,55109,08/20/2020,09/17/2024,20,10/07/24,No Call-No Show,0,1,1,NoEvent,NoEvent,285,NoEvent,NoEvent,1594
284118,Laborer Renewables,T,55109,08/20/2020,09/17/2024,20,10/07/24,No Call-No Show,0,1,1,NoEvent,NoEvent,105,NoEvent,NoEvent,1594
284120,Unknown,T,55069,08/19/2020,08/19/2020,68,10/26/2020,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1595
284135,Fleet Manager,T,Not Applicable,08/24/2020,08/24/2020,839,12/11/22,Transferred out,0,0,1,841,NoEvent,NoEvent,NoEvent,751,1590
284148,Operator Renewables,A,55120,02/09/23,02/11/25,16,Unknown,Unknown,0,0,1,610,NoEvent,-42,236,NoEvent,691
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,344,NoEvent,NoEvent,155,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,344,NoEvent,NoEvent,113,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,344,NoEvent,NoEvent,909,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,344,NoEvent,NoEvent,784,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,344,NoEvent,NoEvent,666,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,344,NoEvent,NoEvent,659,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,344,NoEvent,NoEvent,420,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,344,NoEvent,NoEvent,400,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,344,NoEvent,NoEvent,1268,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,1121,NoEvent,NoEvent,155,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,1121,NoEvent,NoEvent,113,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,1121,NoEvent,NoEvent,909,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,1121,NoEvent,NoEvent,784,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,1121,NoEvent,NoEvent,666,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,1121,NoEvent,NoEvent,659,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,1121,NoEvent,NoEvent,420,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,1121,NoEvent,NoEvent,400,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,1121,NoEvent,NoEvent,1268,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,1211,NoEvent,NoEvent,155,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,1211,NoEvent,NoEvent,113,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,1211,NoEvent,NoEvent,909,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,1211,NoEvent,NoEvent,784,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,1211,NoEvent,NoEvent,666,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,1211,NoEvent,NoEvent,659,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,1211,NoEvent,NoEvent,420,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,1211,NoEvent,NoEvent,400,NoEvent,1455
284158,Gen Foreman Renewables,A,55143,08/25/2020,01/06/21,"1,513",Unknown,Unknown,0,0,1,1211,NoEvent,NoEvent,1268,NoEvent,1455
284163,Helper Renewables,T,55074,04/20/2021,04/20/2021,80,07/09/21,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1351
284164,Unknown,T,55069,08/25/2020,08/25/2020,35,09/29/2020,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1589
284165,Unknown,T,55069,08/25/2020,08/25/2020,34,09/28/2020,Lack of Work,0,0,0,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1589
284175,Unknown,T,55069,08/26/2020,08/26/2020,30,09/25/2020,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1588
284176,Unknown,T,55073,08/26/2020,08/26/2020,99,12/03/20,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1588
284180,Laborer Renewables,T,55306,08/27/2020,05/03/23,12,05/15/2023,Lack of Work,0,0,1,NoEvent,NoEvent,608,NoEvent,NoEvent,1587
284188,Electrician Renewables,T,55074,04/20/2021,04/20/2021,9,04/29/2021,Discharge,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1351
284198,Unknown,T,55070,08/24/2020,08/24/2020,5,08/29/2020,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1590
284200,Unknown,T,55070,08/24/2020,08/24/2020,2,08/26/2020,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1590
284204,HSE Specialist,T,55717,08/27/2020,07/29/2021,652,05/12/23,Other Job,1,0,1,729,NoEvent,1251,1002,NoEvent,1587
284204,HSE Specialist,T,55717,08/27/2020,07/29/2021,652,05/12/23,Other Job,1,0,1,729,NoEvent,1251,771,NoEvent,1587
284206,Electrician Renewables,T,55074,04/20/2021,04/20/2021,143,09/10/21,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1351
284208,Unknown,T,55070,08/27/2020,08/27/2020,36,10/02/20,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1587
284212,Unknown,T,55070,08/27/2020,08/27/2020,68,11/03/20,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1587
284219,Laborer Renewables,T,55086,08/27/2020,08/25/2022,22,09/16/2022,Other Job,1,0,1,NoEvent,NoEvent,859,NoEvent,NoEvent,1587
284266,Unknown,T,55073,09/01/20,09/01/20,3,09/04/20,Discharge,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1582
284276,Electrician Renewables,T,55074,04/20/2021,04/20/2021,129,08/27/2021,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1351
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1044,NoEvent,1259,1008,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1044,NoEvent,1259,967,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1044,NoEvent,1259,896,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1044,NoEvent,1259,784,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1044,NoEvent,1259,645,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1044,NoEvent,1259,155,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1044,NoEvent,1259,-6,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1044,NoEvent,1259,-41,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,799,NoEvent,1259,1008,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,799,NoEvent,1259,967,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,799,NoEvent,1259,896,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,799,NoEvent,1259,784,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,799,NoEvent,1259,645,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,799,NoEvent,1259,155,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,799,NoEvent,1259,-6,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,799,NoEvent,1259,-41,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,428,NoEvent,1259,1008,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,428,NoEvent,1259,967,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,428,NoEvent,1259,896,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,428,NoEvent,1259,784,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,428,NoEvent,1259,645,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,428,NoEvent,1259,155,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,428,NoEvent,1259,-6,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,428,NoEvent,1259,-41,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1211,NoEvent,1259,1008,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1211,NoEvent,1259,967,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1211,NoEvent,1259,896,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1211,NoEvent,1259,784,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1211,NoEvent,1259,645,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1211,NoEvent,1259,155,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1211,NoEvent,1259,-6,NoEvent,1582
284287,Foreman Renewables,A,55143,09/01/20,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1211,NoEvent,1259,-41,NoEvent,1582
284288,Unknown,T,55073,08/31/2020,08/31/2020,61,10/31/2020,Discharge,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1583
284295,Foreman Renewables,A,55105,09/01/20,03/29/2022,"1,066",Unknown,Unknown,0,0,1,260,NoEvent,1008,792,NoEvent,1582
284295,Foreman Renewables,A,55105,09/01/20,03/29/2022,"1,066",Unknown,Unknown,0,0,1,260,NoEvent,1008,764,NoEvent,1582
284295,Foreman Renewables,A,55105,09/01/20,03/29/2022,"1,066",Unknown,Unknown,0,0,1,260,NoEvent,1008,399,NoEvent,1582
284315,Laborer Renewables,T,55072,09/03/20,02/09/21,23,03/04/21,Discharge,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1421
284327,Laborer Renewables,T,55075,09/01/20,11/30/2021,50,01/19/2022,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,1127,NoEvent,NoEvent
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,1086,NoEvent,510,1044,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,1086,NoEvent,510,358,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,1086,NoEvent,510,-6,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,1086,NoEvent,510,-23,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,1086,NoEvent,1258,1044,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,1086,NoEvent,1258,358,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,1086,NoEvent,1258,-6,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,1086,NoEvent,1258,-23,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,981,NoEvent,510,1044,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,981,NoEvent,510,358,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,981,NoEvent,510,-6,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,981,NoEvent,510,-23,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,981,NoEvent,1258,1044,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,981,NoEvent,1258,358,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,981,NoEvent,1258,-6,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,981,NoEvent,1258,-23,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,225,NoEvent,510,1044,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,225,NoEvent,510,358,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,225,NoEvent,510,-6,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,225,NoEvent,510,-23,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,225,NoEvent,1258,1044,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,225,NoEvent,1258,358,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,225,NoEvent,1258,-6,NoEvent,1580
284337,Foreman Renewables,A,55138,09/03/20,08/09/23,568,Unknown,Unknown,0,0,1,225,NoEvent,1258,-23,NoEvent,1580
284340,Electrician Renewables,T,55074,04/20/2021,04/20/2021,129,08/27/2021,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1351
284342,Unknown,T,55070,09/03/20,09/03/20,36,10/09/20,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1580
284343,Unknown,T,55070,09/03/20,09/03/20,36,10/09/20,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1580
284346,Unknown,T,55070,09/04/20,09/04/20,28,10/02/20,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1579
284366,Laborer Renewables,T,55076,05/24/2022,05/24/2022,56,07/19/2022,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,952
284386,Unknown,T,55071,09/14/2020,09/14/2020,68,11/21/2020,Resignation,1,0,0,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1569
284388,Helper Renewables,T,55074,04/20/2021,04/20/2021,80,07/09/21,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1351
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1177,NoEvent,686,1092,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1177,NoEvent,686,1027,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1177,NoEvent,686,861,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1177,NoEvent,686,579,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1177,NoEvent,686,427,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1177,NoEvent,686,64,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1177,NoEvent,686,-55,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1177,NoEvent,1258,1092,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1177,NoEvent,1258,1027,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1177,NoEvent,1258,861,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1177,NoEvent,1258,579,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1177,NoEvent,1258,427,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1177,NoEvent,1258,64,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1177,NoEvent,1258,-55,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1072,NoEvent,686,1092,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1072,NoEvent,686,1027,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1072,NoEvent,686,861,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1072,NoEvent,686,579,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1072,NoEvent,686,427,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1072,NoEvent,686,64,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1072,NoEvent,686,-55,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1072,NoEvent,1258,1092,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1072,NoEvent,1258,1027,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1072,NoEvent,1258,861,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1072,NoEvent,1258,579,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1072,NoEvent,1258,427,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1072,NoEvent,1258,64,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,1072,NoEvent,1258,-55,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,799,NoEvent,686,1092,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,799,NoEvent,686,1027,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,799,NoEvent,686,861,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,799,NoEvent,686,579,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,799,NoEvent,686,427,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,799,NoEvent,686,64,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,799,NoEvent,686,-55,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,799,NoEvent,1258,1092,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,799,NoEvent,1258,1027,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,799,NoEvent,1258,861,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,799,NoEvent,1258,579,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,799,NoEvent,1258,427,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,799,NoEvent,1258,64,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,799,NoEvent,1258,-55,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,561,NoEvent,686,1092,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,561,NoEvent,686,1027,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,561,NoEvent,686,861,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,561,NoEvent,686,579,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,561,NoEvent,686,427,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,561,NoEvent,686,64,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,561,NoEvent,686,-55,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,561,NoEvent,1258,1092,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,561,NoEvent,1258,1027,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,561,NoEvent,1258,861,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,561,NoEvent,1258,579,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,561,NoEvent,1258,427,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,561,NoEvent,1258,64,NoEvent,1567
284389,Foreman Renewables,A,55156,09/16/2020,02/14/2023,744,Unknown,Unknown,0,0,1,561,NoEvent,1258,-55,NoEvent,1567
284413,Quality Site Technician,T,55076,09/08/20,07/29/2021,645,05/05/23,Personal/Family,1,0,1,1092,NoEvent,1251,966,NoEvent,1575
284413,Quality Site Technician,T,55076,09/08/20,07/29/2021,645,05/05/23,Personal/Family,1,0,1,1092,NoEvent,1251,785,NoEvent,1575
284415,Unknown,T,55070,09/08/20,09/08/20,31,10/09/20,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1575
284418,Unknown,T,55070,09/08/20,09/08/20,22,09/30/2020,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1575
284420,Project Coordinator,T,55076,09/08/20,05/11/22,815,08/03/24,Performance,0,1,1,NoEvent,NoEvent,1176,855,NoEvent,1482
284420,Project Coordinator,T,55076,09/08/20,05/11/22,815,08/03/24,Performance,0,1,1,NoEvent,NoEvent,1176,826,NoEvent,1482
284420,Project Coordinator,T,55076,09/08/20,05/11/22,815,08/03/24,Performance,0,1,1,NoEvent,NoEvent,965,855,NoEvent,1482
284420,Project Coordinator,T,55076,09/08/20,05/11/22,815,08/03/24,Performance,0,1,1,NoEvent,NoEvent,965,826,NoEvent,1482
284429,Operator Renewables,T,55305,07/18/2023,07/18/2023,19,08/06/23,Other Job,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,532
284435,Unknown,T,55070,09/09/20,09/09/20,22,10/01/20,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1574
284440,Laborer Renewables,T,55090,09/10/20,01/10/23,190,07/19/2023,Resignation,1,0,1,NoEvent,NoEvent,721,NoEvent,NoEvent,1573
